C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_202.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_202.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_202.jpg, 0, 0, 0, 8.027884E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_303.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_303.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_303.jpg, 0, 0, 0, 7.797289E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_408.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_408.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_408.jpg, 0, 0, 0, 7.879836E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_512.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_512.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_512.jpg, 0, 0, 0, 7.814111E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_617.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_617.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_617.jpg, 0, 0, 0, 7.823413E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_720.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_720.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_720.jpg, 0, 0, 0, 7.814183E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_822.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_822.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_822.jpg, 0, 0, 0, 8.049935E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_04_925.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_04_925.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_04_925.jpg, 0, 0, 0, 7.823012E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_05_029.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_05_029.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_05_029.jpg, 0, 0, 0, 7.932023E-05
C:\Users\samir\OneDrive\Desktop\Data\IMG\center_2022_02_23_23_51_05_134.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\left_2022_02_23_23_51_05_134.jpg, C:\Users\samir\OneDrive\Desktop\Data\IMG\right_2022_02_23_23_51_05_134.jpg, 0, 0, 0, 8.107843E-05
